"payment_id","subscription_id","user_id","subscription_type","amount_cents","amount","payment_method","payment_time_raw","created_time_raw"
2001,1900,3896,"Student",99,"0.99","Debit Card",NULL,"41:17.6"
37,1901,1768,"Family",299,"2.99","Credit Card",NULL,"48:26.6"
1138,1902,641,"Student",99,"0.99","Debit Card",NULL,"37:48.6"
2013,1903,6676,"Family",299,"2.99","Net Banking",NULL,"21:17.7"
846,1904,1081,"Student",99,"0.99","Debit Card",NULL,"33:09.7"
868,1905,5704,"Family",299,"2.99","UPI",NULL,"06:36.4"
1828,1906,5086,"Student",99,"0.99","Debit Card",NULL,"18:32.7"
1447,1907,345,"Student",99,"0.99","Wallet",NULL,"25:37.7"
55,1908,3674,"Student",99,"0.99","Wallet",NULL,"31:51.2"
1381,1909,5968,"Student",99,"0.99","UPI",NULL,"38:35.7"
317,1910,6053,"Family",299,"2.99","Credit Card",NULL,"09:04.1"
175,1911,62,"Premium",199,"1.99","Credit Card",NULL,"12:32.3"
74,1912,5828,"Family",299,"2.99","Wallet",NULL,"46:07.7"
2051,1913,6386,"Student",99,"0.99","Debit Card",NULL,"18:21.4"
382,1914,708,"Student",99,"0.99","Debit Card",NULL,"19:00.7"
1690,1915,1110,"Family",299,"2.99","Net Banking",NULL,"18:22.9"
12,1916,1119,"Family",299,"2.99","Net Banking",NULL,"42:40.5"
390,1917,6201,"Family",299,"2.99","UPI",NULL,"12:08.1"
485,1918,726,"Student",99,"0.99","UPI",NULL,"59:14.5"
450,1919,300,"Family",299,"2.99","Net Banking",NULL,"47:05.2"
917,1920,5280,"Student",99,"0.99","Debit Card",NULL,"55:51.0"
802,1921,6611,"Premium",199,"1.99","Credit Card",NULL,"06:48.9"
143,1922,1519,"Premium",199,"1.99","UPI",NULL,"19:33.5"
429,1923,6117,"Family",299,"2.99","Net Banking",NULL,"36:40.8"
1624,1924,6688,"Student",99,"0.99","Net Banking",NULL,"18:35.5"
831,1925,1401,"Student",99,"0.99","Net Banking",NULL,"03:31.5"
1768,1926,2625,"Family",299,"2.99","Net Banking",NULL,"02:01.4"
1719,1927,6317,"Family",299,"2.99","Debit Card",NULL,"21:10.3"
1449,1928,5227,"Premium",199,"1.99","Wallet",NULL,"06:01.6"
64,1929,5851,"Student",99,"0.99","UPI",NULL,"54:59.7"
526,1930,4271,"Family",299,"2.99","Credit Card",NULL,"55:19.7"
1020,1931,2456,"Premium",199,"1.99","Net Banking",NULL,"44:15.7"
872,1932,3105,"Student",99,"0.99","Debit Card",NULL,"24:25.1"
1494,1933,5511,"Student",99,"0.99","UPI",NULL,"20:54.6"
1347,1934,1752,"Premium",199,"1.99","Wallet",NULL,"50:14.7"
897,1935,1972,"Premium",199,"1.99","Debit Card",NULL,"35:17.6"
1275,1936,577,"Family",299,"2.99","Credit Card",NULL,"22:32.0"
757,1937,5210,"Student",99,"0.99","Debit Card",NULL,"06:33.2"
1832,1938,6965,"Premium",199,"1.99","Debit Card",NULL,"54:31.7"
39,1939,3193,"Premium",199,"1.99","UPI",NULL,"15:08.0"
1114,1940,2319,"Student",99,"0.99","Wallet",NULL,"41:54.1"
747,1941,6566,"Student",99,"0.99","Credit Card",NULL,"07:51.2"
1991,1942,6812,"Premium",199,"1.99","Net Banking",NULL,"46:52.9"
986,1943,6194,"Premium",199,"1.99","Credit Card",NULL,"07:42.8"
2099,1944,5182,"Family",299,"2.99","UPI",NULL,"44:13.7"
78,1945,3273,"Student",99,"0.99","Net Banking",NULL,"53:01.8"
490,1946,4861,"Family",299,"2.99","UPI",NULL,"02:21.8"
1232,1947,6180,"Student",99,"0.99","Net Banking",NULL,"57:24.5"
987,1948,4806,"Student",99,"0.99","Debit Card",NULL,"40:38.0"
180,1949,2716,"Student",99,"0.99","Credit Card",NULL,"24:00.2"
1042,1950,5252,"Family",299,"2.99","Debit Card",NULL,"25:19.8"
1564,1951,6370,"Premium",199,"1.99","Credit Card",NULL,"05:29.4"
169,1952,618,"Student",99,"0.99","Net Banking",NULL,"07:03.4"
1441,1953,3157,"Family",299,"2.99","Net Banking",NULL,"44:34.7"
1306,1954,3690,"Student",99,"0.99","Net Banking",NULL,"39:59.5"
1835,1955,6505,"Family",299,"2.99","Debit Card",NULL,"15:01.0"
1101,1956,1837,"Student",99,"0.99","Debit Card",NULL,"22:10.0"
1035,1957,1054,"Premium",199,"1.99","Credit Card",NULL,"17:37.6"
1515,1958,3161,"Student",99,"0.99","UPI",NULL,"22:08.0"
1111,1959,1086,"Family",299,"2.99","UPI",NULL,"01:01.3"
531,1960,5417,"Premium",199,"1.99","UPI",NULL,"42:06.2"
1493,1961,239,"Family",299,"2.99","Net Banking",NULL,"32:53.5"
1169,1962,3903,"Student",99,"0.99","Debit Card",NULL,"49:09.5"
1018,1963,3014,"Premium",199,"1.99","Credit Card",NULL,"12:32.1"
221,1964,4964,"Premium",199,"1.99","Net Banking",NULL,"52:13.3"
1647,1965,946,"Student",99,"0.99","UPI",NULL,"44:19.1"
1576,1966,54,"Student",99,"0.99","UPI",NULL,"29:33.1"
796,1967,4307,"Student",99,"0.99","Credit Card",NULL,"48:04.2"
990,1968,1055,"Student",99,"0.99","UPI",NULL,"19:35.7"
1466,1969,5133,"Student",99,"0.99","Net Banking",NULL,"05:40.6"
630,1970,4171,"Student",99,"0.99","Debit Card",NULL,"00:28.8"
1996,1971,5502,"Student",99,"0.99","UPI",NULL,"23:39.5"
216,1972,6164,"Student",99,"0.99","Wallet",NULL,"56:31.4"
548,1973,225,"Student",99,"0.99","Credit Card",NULL,"09:52.6"
1676,1974,4046,"Premium",199,"1.99","UPI",NULL,"56:14.4"
1717,1975,221,"Student",99,"0.99","Debit Card",NULL,"09:02.9"
1883,1976,4519,"Premium",199,"1.99","Wallet",NULL,"54:48.3"
2012,1977,5474,"Student",99,"0.99","Wallet",NULL,"29:12.3"
944,1978,1832,"Student",99,"0.99","Debit Card",NULL,"36:11.1"
1972,1979,3939,"Family",299,"2.99","Wallet",NULL,"37:13.9"
1292,1980,1379,"Student",99,"0.99","Debit Card",NULL,"17:40.4"
165,1981,3656,"Student",99,"0.99","UPI",NULL,"08:24.8"
1537,1982,2793,"Student",99,"0.99","UPI",NULL,"10:31.9"
585,1983,2412,"Student",99,"0.99","Net Banking",NULL,"59:09.0"
452,1984,2590,"Premium",199,"1.99","Net Banking",NULL,"00:46.8"
779,1985,3082,"Premium",199,"1.99","Debit Card",NULL,"30:15.8"
45,1986,2421,"Student",99,"0.99","Debit Card",NULL,"44:17.6"
901,1987,1015,"Student",99,"0.99","Wallet",NULL,"07:23.2"
563,1988,3608,"Premium",199,"1.99","Debit Card",NULL,"45:11.5"
355,1989,1680,"Family",299,"2.99","Credit Card",NULL,"07:18.7"
108,1990,1553,"Premium",199,"1.99","Net Banking",NULL,"48:10.4"
155,1991,2852,"Premium",199,"1.99","Net Banking",NULL,"49:59.8"
1670,1992,4251,"Student",99,"0.99","Credit Card",NULL,"38:20.2"
298,1993,483,"Family",299,"2.99","Net Banking",NULL,"02:14.1"
1429,1994,5787,"Premium",199,"1.99","Wallet",NULL,"51:41.2"
1707,1995,2941,"Student",99,"0.99","Net Banking",NULL,"29:15.6"
1113,1996,6960,"Student",99,"0.99","Credit Card",NULL,"27:19.6"
1459,1997,780,"Student",99,"0.99","UPI",NULL,"44:43.1"
1505,1998,4915,"Family",299,"2.99","Credit Card",NULL,"53:36.8"
1781,1999,877,"Student",99,"0.99","Net Banking",NULL,"04:33.1"
1136,2000,3763,"Premium",199,"1.99","Wallet",NULL,"25:06.7"
114,2001,5705,"Family",299,"2.99","Debit Card",NULL,"53:33.7"
1003,2002,2563,"Student",99,"0.99","UPI",NULL,"58:17.3"
697,2003,4714,"Premium",199,"1.99","Credit Card",NULL,"36:28.4"
1161,2004,802,"Premium",199,"1.99","Debit Card",NULL,"16:38.3"
48,2005,15,"Student",99,"0.99","UPI",NULL,"35:09.5"
1250,2006,6180,"Student",99,"0.99","Net Banking",NULL,"55:24.5"
539,2007,3919,"Student",99,"0.99","Wallet",NULL,"35:47.3"
806,2008,1738,"Student",99,"0.99","UPI",NULL,"19:06.5"
789,2009,6009,"Family",299,"2.99","Net Banking",NULL,"47:42.1"
1649,2010,1190,"Student",99,"0.99","UPI",NULL,"13:59.0"
1351,2011,6318,"Student",99,"0.99","Debit Card",NULL,"07:10.4"
1520,2012,6584,"Premium",199,"1.99","Wallet",NULL,"05:05.6"
1346,2013,650,"Student",99,"0.99","Net Banking",NULL,"39:50.7"
364,2014,3637,"Student",99,"0.99","UPI",NULL,"18:03.3"
149,2015,2847,"Student",99,"0.99","UPI",NULL,"36:33.9"
574,2016,2051,"Student",99,"0.99","UPI",NULL,"30:58.3"
335,2017,2327,"Premium",199,"1.99","Wallet",NULL,"39:53.6"
1568,2018,905,"Student",99,"0.99","Net Banking",NULL,"37:35.3"
803,2019,1193,"Student",99,"0.99","UPI",NULL,"23:45.9"
1082,2020,6522,"Student",99,"0.99","Debit Card",NULL,"35:39.2"
1673,2021,5195,"Student",99,"0.99","UPI",NULL,"07:37.1"
1124,2022,6623,"Family",299,"2.99","Debit Card",NULL,"28:52.0"
280,2023,5598,"Student",99,"0.99","Debit Card",NULL,"16:56.8"
650,2024,3197,"Student",99,"0.99","Debit Card",NULL,"59:24.0"
51,2025,6597,"Student",99,"0.99","Debit Card",NULL,"07:23.8"
356,2026,6471,"Student",99,"0.99","Net Banking",NULL,"20:40.8"
341,2027,4169,"Premium",199,"1.99","UPI",NULL,"42:41.2"
993,2028,3144,"Student",99,"0.99","Credit Card",NULL,"16:54.0"
1175,2029,2719,"Family",299,"2.99","Credit Card",NULL,"20:50.8"
1540,2030,5964,"Student",99,"0.99","Wallet",NULL,"03:50.8"
350,2031,6023,"Family",299,"2.99","Debit Card",NULL,"07:42.3"
2075,2032,6523,"Student",99,"0.99","Net Banking",NULL,"18:07.1"
1778,2033,498,"Family",299,"2.99","UPI",NULL,"46:07.3"
1067,2034,6590,"Student",99,"0.99","UPI",NULL,"51:45.1"
2030,2035,4054,"Family",299,"2.99","Wallet",NULL,"45:07.0"
665,2036,6737,"Family",299,"2.99","Wallet",NULL,"11:06.2"
645,2037,1655,"Student",99,"0.99","Wallet",NULL,"39:37.7"
1103,2038,2499,"Premium",199,"1.99","Debit Card",NULL,"52:01.9"
466,2039,77,"Student",99,"0.99","Credit Card",NULL,"19:38.4"
651,2040,6103,"Family",299,"2.99","Credit Card",NULL,"53:34.0"
397,2041,3761,"Family",299,"2.99","UPI",NULL,"26:13.9"
287,2042,4426,"Premium",199,"1.99","UPI",NULL,"46:21.9"
1941,2043,3148,"Premium",199,"1.99","Net Banking",NULL,"00:29.1"
491,2044,2997,"Student",99,"0.99","Credit Card",NULL,"26:38.8"
1580,2045,3796,"Student",99,"0.99","Debit Card",NULL,"24:25.1"
2064,2046,3240,"Student",99,"0.99","Wallet",NULL,"22:31.4"
1258,2047,606,"Family",299,"2.99","Debit Card",NULL,"30:30.7"
487,2048,5092,"Student",99,"0.99","Credit Card",NULL,"39:56.4"
565,2049,6570,"Student",99,"0.99","Wallet",NULL,"01:58.8"
1956,2050,6640,"Student",99,"0.99","Debit Card",NULL,"13:33.0"
926,2051,2576,"Premium",199,"1.99","Wallet",NULL,"19:49.2"
219,2052,4142,"Family",299,"2.99","Wallet",NULL,"23:11.0"
1297,2053,2044,"Premium",199,"1.99","Credit Card",NULL,"51:50.4"
1738,2054,5882,"Student",99,"0.99","UPI",NULL,"13:28.9"
1077,2055,5933,"Student",99,"0.99","Debit Card",NULL,"35:24.3"
457,2056,1311,"Student",99,"0.99","UPI",NULL,"17:23.3"
1036,2057,4131,"Student",99,"0.99","Wallet",NULL,"00:58.8"
601,2058,6787,"Student",99,"0.99","UPI",NULL,"11:57.0"
481,2059,840,"Student",99,"0.99","Net Banking",NULL,"37:07.3"
1400,2060,3380,"Premium",199,"1.99","Wallet",NULL,"27:04.1"
1870,2061,5015,"Premium",199,"1.99","Debit Card",NULL,"01:55.4"
773,2062,6566,"Student",99,"0.99","UPI",NULL,"05:51.2"
1164,2063,3473,"Family",299,"2.99","Net Banking",NULL,"47:59.1"
1487,2064,5206,"Premium",199,"1.99","Wallet",NULL,"28:57.9"
653,2065,440,"Family",299,"2.99","Credit Card",NULL,"33:22.1"
1583,2066,4760,"Family",299,"2.99","Credit Card",NULL,"44:57.7"
234,2067,805,"Family",299,"2.99","Wallet",NULL,"49:17.9"
292,2068,1385,"Student",99,"0.99","Wallet",NULL,"24:21.5"
1982,2069,5414,"Premium",199,"1.99","Wallet",NULL,"19:44.7"
1407,2070,2581,"Student",99,"0.99","Wallet",NULL,"14:33.9"
1820,2071,3550,"Student",99,"0.99","Net Banking",NULL,"38:46.0"
1876,2072,3394,"Premium",199,"1.99","Wallet",NULL,"46:41.0"
1368,2073,5171,"Student",99,"0.99","Debit Card",NULL,"38:22.8"
1130,2074,2319,"Student",99,"0.99","Wallet",NULL,"43:54.1"
509,2075,6804,"Premium",199,"1.99","Wallet",NULL,"09:58.3"
1565,2076,3423,"Student",99,"0.99","Credit Card",NULL,"20:12.2"
1144,2077,3763,"Premium",199,"1.99","UPI",NULL,"24:06.7"
873,2078,481,"Family",299,"2.99","UPI",NULL,"35:58.2"
1667,2079,2929,"Family",299,"2.99","Wallet",NULL,"25:35.7"
1043,2080,3491,"Premium",199,"1.99","UPI",NULL,"05:08.2"
2011,2081,6812,"Premium",199,"1.99","UPI",NULL,"51:52.9"
122,2082,4707,"Family",299,"2.99","Wallet",NULL,"10:31.2"
275,2083,5176,"Premium",199,"1.99","UPI",NULL,"52:38.5"
1623,2084,6927,"Family",299,"2.99","Debit Card",NULL,"00:58.1"
87,2085,2310,"Family",299,"2.99","Debit Card",NULL,"25:48.0"
1989,2086,252,"Premium",199,"1.99","Debit Card",NULL,"42:13.8"
395,2087,413,"Premium",199,"1.99","Wallet",NULL,"38:37.0"
838,2088,2260,"Premium",199,"1.99","Wallet",NULL,"34:08.6"
1803,2089,5604,"Premium",199,"1.99","Wallet",NULL,"58:38.7"
136,2090,6089,"Premium",199,"1.99","Debit Card",NULL,"37:58.8"
1048,2091,3544,"Premium",199,"1.99","Wallet",NULL,"12:24.3"
1796,2092,3614,"Premium",199,"1.99","Wallet",NULL,"15:26.8"
188,2093,4588,"Student",99,"0.99","UPI",NULL,"36:59.7"
353,2094,396,"Premium",199,"1.99","Credit Card",NULL,"14:42.2"
776,2095,4793,"Premium",199,"1.99","Net Banking",NULL,"34:39.0"
198,2096,4825,"Premium",199,"1.99","UPI",NULL,"16:13.8"
97,2097,1553,"Premium",199,"1.99","Debit Card",NULL,"47:10.4"
329,2098,6426,"Family",299,"2.99","Debit Card",NULL,"09:53.7"
814,2099,1043,"Student",99,"0.99","Net Banking",NULL,"12:27.9"
1478,2100,3154,"Family",299,"2.99","Net Banking",NULL,"09:13.3"
3352,2101,2315,"Family",299,"2.99","UPI",NULL,"32:14.6"
2330,2102,41,"Student",99,"0.99","Debit Card",NULL,"05:24.4"
2461,2103,2055,"Student",99,"0.99","Debit Card",NULL,"15:32.2"
2635,2104,8445,"Student",99,"0.99","UPI",NULL,"57:27.6"
3065,2105,1183,"Student",99,"0.99","Credit Card",NULL,"48:22.0"
3075,2106,4811,"Student",99,"0.99","UPI",NULL,"13:02.7"
3663,2107,295,"Family",299,"2.99","Credit Card",NULL,"20:14.7"
2122,2108,2971,"Student",99,"0.99","Wallet",NULL,"58:55.8"
2782,2109,7900,"Family",299,"2.99","Net Banking",NULL,"04:12.7"
2989,2110,2527,"Premium",199,"1.99","UPI",NULL,"30:20.9"
3558,2111,3959,"Family",299,"2.99","Credit Card",NULL,"44:55.2"
2711,2112,1434,"Student",99,"0.99","UPI",NULL,"59:19.0"
3904,2114,8841,"Student",99,"0.99","Debit Card",NULL,"58:37.2"
4093,2115,711,"Premium",199,"1.99","Wallet",NULL,"14:24.4"
2886,2116,10845,"Student",99,"0.99","UPI",NULL,"40:46.1"
3923,2117,5328,"Family",299,"2.99","Net Banking",NULL,"21:39.4"
4055,2118,6270,"Premium",199,"1.99","Net Banking",NULL,"44:18.6"
2451,2119,1890,"Family",299,"2.99","Net Banking",NULL,"38:07.2"
2403,2120,3719,"Family",299,"2.99","UPI",NULL,"13:21.2"
2798,2122,6336,"Student",99,"0.99","Credit Card",NULL,"33:35.3"
3516,2123,9799,"Student",99,"0.99","Wallet",NULL,"59:52.0"
3931,2124,9544,"Family",299,"2.99","Debit Card",NULL,"26:46.0"
2560,2126,821,"Family",299,"2.99","Debit Card",NULL,"49:47.5"
2521,2127,3095,"Family",299,"2.99","Wallet",NULL,"58:02.7"
3542,2128,6561,"Family",299,"2.99","Debit Card",NULL,"53:05.7"
3003,2129,2302,"Premium",199,"1.99","UPI",NULL,"16:28.4"
2275,2130,6618,"Premium",199,"1.99","UPI",NULL,"58:49.0"
2546,2131,3738,"Family",299,"2.99","Debit Card",NULL,"58:12.4"
3467,2132,9258,"Student",99,"0.99","Wallet",NULL,"56:25.4"
2664,2133,2898,"Premium",199,"1.99","Debit Card",NULL,"49:59.0"
2787,2135,3574,"Student",99,"0.99","Wallet",NULL,"23:42.5"
3235,2136,2145,"Student",99,"0.99","Debit Card",NULL,"25:08.5"
3693,2137,3329,"Family",299,"2.99","Debit Card",NULL,"34:25.1"
3223,2138,2644,"Family",299,"2.99","UPI",NULL,"17:56.4"
3422,2139,386,"Student",99,"0.99","Wallet",NULL,"37:06.8"
2381,2140,6173,"Family",299,"2.99","UPI",NULL,"30:10.7"
3633,2141,680,"Student",99,"0.99","Wallet",NULL,"30:20.5"
3914,2142,6144,"Student",99,"0.99","Net Banking",NULL,"42:56.3"
3290,2143,3880,"Student",99,"0.99","UPI",NULL,"03:53.7"
2904,2144,6465,"Student",99,"0.99","Credit Card",NULL,"25:24.4"
2884,2145,6407,"Student",99,"0.99","Credit Card",NULL,"34:01.1"
3563,2146,8576,"Student",99,"0.99","Credit Card",NULL,"22:20.8"
3140,2147,3555,"Family",299,"2.99","Credit Card",NULL,"44:07.5"
3670,2148,6403,"Student",99,"0.99","Net Banking",NULL,"14:32.6"
3227,2149,8733,"Premium",199,"1.99","Wallet",NULL,"18:06.6"
3970,2150,2668,"Student",99,"0.99","Debit Card",NULL,"12:55.9"
3109,2153,932,"Premium",199,"1.99","Debit Card",NULL,"00:54.5"
2928,2154,3105,"Student",99,"0.99","UPI",NULL,"25:25.1"
3034,2155,6056,"Student",99,"0.99","Net Banking",NULL,"19:41.2"
4092,2156,3706,"Premium",199,"1.99","UPI",NULL,"34:48.6"
4024,2157,219,"Student",99,"0.99","UPI",NULL,"45:09.0"
4036,2159,10687,"Student",99,"0.99","UPI",NULL,"45:51.1"
3948,2160,1904,"Premium",199,"1.99","Wallet",NULL,"47:42.4"
4016,2161,920,"Premium",199,"1.99","Credit Card",NULL,"10:04.7"
2895,2162,3895,"Student",99,"0.99","Wallet",NULL,"57:07.1"
3672,2163,8833,"Student",99,"0.99","Debit Card",NULL,"32:25.8"
2119,2164,7029,"Family",299,"2.99","Credit Card",NULL,"04:50.2"
2181,2165,2694,"Family",299,"2.99","Net Banking",NULL,"32:47.4"
2242,2166,10161,"Student",99,"0.99","Net Banking",NULL,"04:13.8"
3458,2167,1657,"Family",299,"2.99","Debit Card",NULL,"38:05.2"
3928,2168,1983,"Student",99,"0.99","Debit Card",NULL,"38:06.7"
4069,2170,7783,"Family",299,"2.99","Credit Card",NULL,"45:34.2"
2673,2171,2390,"Family",299,"2.99","Debit Card",NULL,"08:15.3"
2231,2172,4044,"Student",99,"0.99","Debit Card",NULL,"35:34.6"
3475,2173,6599,"Student",99,"0.99","UPI",NULL,"42:47.8"
3298,2174,7231,"Student",99,"0.99","UPI",NULL,"12:32.7"
2827,2175,7686,"Student",99,"0.99","Credit Card",NULL,"21:20.9"
2192,2176,2600,"Family",299,"2.99","Net Banking",NULL,"30:18.5"
2148,2177,5264,"Student",99,"0.99","Debit Card",NULL,"58:20.6"
3861,2178,7369,"Student",99,"0.99","UPI",NULL,"04:12.1"
3353,2179,4466,"Student",99,"0.99","UPI",NULL,"42:48.7"
3941,2180,1028,"Student",99,"0.99","Wallet",NULL,"36:43.6"
3876,2181,115,"Premium",199,"1.99","Debit Card",NULL,"56:53.9"
2671,2182,4460,"Student",99,"0.99","Net Banking",NULL,"00:29.2"
3372,2183,3901,"Family",299,"2.99","Debit Card",NULL,"17:04.2"
3926,2184,2662,"Student",99,"0.99","Net Banking",NULL,"21:09.4"
2399,2185,5729,"Student",99,"0.99","Credit Card",NULL,"29:00.5"
3506,2186,669,"Premium",199,"1.99","UPI",NULL,"22:25.6"
2377,2187,1483,"Premium",199,"1.99","Debit Card",NULL,"44:37.5"
3778,2188,2776,"Student",99,"0.99","Net Banking",NULL,"32:21.3"
2297,2189,3753,"Student",99,"0.99","Debit Card",NULL,"16:27.2"
2601,2190,4608,"Family",299,"2.99","Credit Card",NULL,"57:43.7"
2384,2191,1331,"Premium",199,"1.99","Wallet",NULL,"01:29.1"
3350,2192,4768,"Family",299,"2.99","Wallet",NULL,"40:53.2"
2653,2193,10232,"Student",99,"0.99","Wallet",NULL,"12:29.7"
3879,2194,9369,"Student",99,"0.99","Wallet",NULL,"28:13.9"
2136,2195,10675,"Student",99,"0.99","UPI",NULL,"53:41.5"
2957,2196,8898,"Family",299,"2.99","Wallet",NULL,"44:09.3"
3993,2197,1389,"Student",99,"0.99","Credit Card",NULL,"17:10.1"
2209,2198,3971,"Premium",199,"1.99","Debit Card",NULL,"35:26.0"
3562,2199,915,"Student",99,"0.99","UPI",NULL,"45:30.6"
3545,2200,3234,"Premium",199,"1.99","Wallet",NULL,"00:13.4"
2396,2201,9190,"Family",299,"2.99","Net Banking",NULL,"01:25.3"
2251,2202,3679,"Premium",199,"1.99","Net Banking",NULL,"38:26.6"
2523,2203,4536,"Student",99,"0.99","Net Banking",NULL,"45:27.9"
3554,2204,5668,"Student",99,"0.99","Net Banking",NULL,"53:43.4"
2715,2205,3477,"Premium",199,"1.99","Wallet",NULL,"57:30.1"
2284,2207,6368,"Family",299,"2.99","Credit Card",NULL,"45:52.3"
3049,2208,2604,"Student",99,"0.99","Wallet",NULL,"27:07.4"
2801,2209,10826,"Student",99,"0.99","Debit Card",NULL,"06:36.2"
2876,2210,6645,"Premium",199,"1.99","Credit Card",NULL,"58:45.9"
3320,2211,6017,"Premium",199,"1.99","UPI",NULL,"07:49.0"
4065,2212,7613,"Student",99,"0.99","Credit Card",NULL,"50:34.2"
2165,2213,1431,"Family",299,"2.99","Net Banking",NULL,"21:32.6"
3197,2214,2219,"Premium",199,"1.99","Debit Card",NULL,"26:38.2"
3470,2215,2,"Premium",199,"1.99","Credit Card",NULL,"19:28.9"
3738,2216,10433,"Student",99,"0.99","Net Banking",NULL,"43:36.5"
2695,2217,5189,"Student",99,"0.99","Debit Card",NULL,"27:46.0"
3242,2218,4095,"Student",99,"0.99","Debit Card",NULL,"00:45.0"
3417,2219,1921,"Student",99,"0.99","Debit Card",NULL,"54:17.2"
3746,2220,1024,"Family",299,"2.99","UPI",NULL,"57:45.4"
2792,2221,3013,"Student",99,"0.99","Net Banking",NULL,"00:40.3"
2260,2222,1850,"Premium",199,"1.99","Wallet",NULL,"46:04.5"
3991,2224,204,"Premium",199,"1.99","Credit Card",NULL,"02:26.0"
3356,2225,5534,"Student",99,"0.99","UPI",NULL,"44:11.7"
4095,2226,4831,"Student",99,"0.99","Wallet",NULL,"13:32.8"
3916,2227,9559,"Premium",199,"1.99","Credit Card",NULL,"11:53.5"
2627,2228,714,"Premium",199,"1.99","Net Banking",NULL,"58:14.7"
2974,2229,5720,"Student",99,"0.99","UPI",NULL,"41:45.9"
2830,2230,4081,"Student",99,"0.99","Net Banking",NULL,"14:44.5"
2978,2231,3838,"Student",99,"0.99","Credit Card",NULL,"36:24.0"
2699,2232,1053,"Family",299,"2.99","UPI",NULL,"41:23.9"
3497,2233,4979,"Student",99,"0.99","Debit Card",NULL,"35:17.4"
2677,2234,1676,"Student",99,"0.99","Credit Card",NULL,"01:18.0"
3535,2235,2599,"Student",99,"0.99","UPI",NULL,"28:01.9"
2774,2236,3546,"Premium",199,"1.99","Net Banking",NULL,"22:03.5"
2131,2237,508,"Student",99,"0.99","Net Banking",NULL,"50:26.0"
2462,2238,8000,"Student",99,"0.99","Wallet",NULL,"51:24.6"
3315,2239,3669,"Student",99,"0.99","Net Banking",NULL,"50:49.1"
2778,2240,2430,"Student",99,"0.99","Credit Card",NULL,"52:18.6"
3007,2241,10125,"Student",99,"0.99","Credit Card",NULL,"30:32.6"
2180,2242,6493,"Premium",199,"1.99","Credit Card",NULL,"03:30.8"
3019,2243,2101,"Family",299,"2.99","Wallet",NULL,"39:46.2"
4015,2244,1247,"Premium",199,"1.99","Debit Card",NULL,"49:59.2"
3694,2247,2566,"Student",99,"0.99","Net Banking",NULL,"56:35.8"
3534,2249,8713,"Student",99,"0.99","Credit Card",NULL,"17:18.1"
3548,2250,3019,"Premium",199,"1.99","UPI",NULL,"48:20.2"
2931,2251,6175,"Student",99,"0.99","Wallet",NULL,"34:43.3"
2128,2252,2213,"Student",99,"0.99","Credit Card",NULL,"05:56.3"
3143,2253,10690,"Family",299,"2.99","Credit Card",NULL,"51:31.0"
2547,2254,290,"Student",99,"0.99","Wallet",NULL,"23:48.5"
2832,2255,19,"Student",99,"0.99","Net Banking",NULL,"02:44.6"
3141,2256,1640,"Student",99,"0.99","Credit Card",NULL,"36:44.9"
2913,2257,8858,"Premium",199,"1.99","Credit Card",NULL,"24:36.4"
3456,2258,1740,"Family",299,"2.99","Debit Card",NULL,"23:27.4"
2485,2259,854,"Student",99,"0.99","Debit Card",NULL,"23:10.4"
2657,2260,4354,"Student",99,"0.99","Debit Card",NULL,"57:39.9"
2376,2261,5694,"Student",99,"0.99","Net Banking",NULL,"11:22.3"
3272,2262,6359,"Family",299,"2.99","Credit Card",NULL,"28:45.8"
3294,2263,2044,"Premium",199,"1.99","Credit Card",NULL,"53:50.4"
3943,2264,5812,"Student",99,"0.99","UPI",NULL,"00:06.7"
3448,2265,4134,"Student",99,"0.99","Credit Card",NULL,"13:24.1"
3575,2266,2177,"Student",99,"0.99","Debit Card",NULL,"19:56.2"
2723,2267,6292,"Family",299,"2.99","Credit Card",NULL,"42:44.3"
3855,2268,3458,"Premium",199,"1.99","Net Banking",NULL,"44:58.1"
3189,2270,2094,"Family",299,"2.99","Net Banking",NULL,"12:22.9"
3461,2271,10527,"Student",99,"0.99","Credit Card",NULL,"26:03.6"
2873,2272,1043,"Student",99,"0.99","Debit Card",NULL,"10:27.9"
3905,2273,8153,"Student",99,"0.99","Net Banking",NULL,"40:53.1"
3444,2274,6565,"Student",99,"0.99","UPI",NULL,"26:26.8"
3330,2275,6086,"Student",99,"0.99","Wallet",NULL,"34:02.4"
3477,2276,5133,"Student",99,"0.99","Wallet",NULL,"04:40.6"
3276,2277,72,"Premium",199,"1.99","Wallet",NULL,"53:00.3"
3411,2278,4385,"Student",99,"0.99","Wallet",NULL,"39:50.6"
2325,2279,2350,"Student",99,"0.99","Debit Card",NULL,"10:52.4"
3667,2280,946,"Student",99,"0.99","Credit Card",NULL,"42:19.1"
2103,2281,7595,"Premium",199,"1.99","Debit Card",NULL,"07:00.7"
2506,2283,3727,"Family",299,"2.99","UPI",NULL,"58:03.8"
3027,2284,6039,"Family",299,"2.99","UPI",NULL,"28:56.2"
3180,2285,4322,"Student",99,"0.99","UPI",NULL,"56:51.2"
3795,2286,9228,"Premium",199,"1.99","Credit Card",NULL,"47:59.1"
2538,2287,77,"Student",99,"0.99","UPI",NULL,"21:38.4"
3261,2288,10795,"Premium",199,"1.99","Wallet",NULL,"07:19.8"
