"subscription_id","user_id","subscription_type","start_date","end_date","is_active","is_churned","tenure_days","tenure_bucket"
1728,6098,"Student","2023-12-20","2024-03-19",False,True,90,"31-90 days"
1729,1498,"Student","2022-02-21","2022-05-22",False,True,90,"31-90 days"
1730,2783,"Premium","2022-11-22","2022-12-22",False,True,30,"0-30 days"
1731,1655,"Student","2023-08-18","2023-11-16",False,True,90,"31-90 days"
1732,2871,"Family","2020-11-10","2020-12-10",False,True,30,"0-30 days"
1733,1187,"Premium","2019-11-26","2020-02-24",False,True,90,"31-90 days"
1734,3450,"Premium","2022-03-25","2023-03-25",False,True,365,"181-365 days"
1735,2717,"Premium","2020-06-20","2020-12-17",False,True,180,"91-180 days"
1736,4648,"Student","2025-01-13","2026-01-13",False,True,365,"181-365 days"
1737,5782,"Premium","2021-01-27","2021-04-27",False,True,90,"31-90 days"
1738,3669,"Student","2021-11-12","2022-11-12",False,True,365,"181-365 days"
1739,6753,"Student","2021-08-05","2022-02-01",False,True,180,"91-180 days"
1740,384,"Premium","2022-02-08","2022-05-09",False,True,90,"31-90 days"
1741,4786,"Student","2025-01-26","2025-07-25",False,True,180,"91-180 days"
1742,295,"Family","2020-11-09","2021-05-08",False,True,180,"91-180 days"
1743,3467,"Premium","2024-08-21","2025-02-17",False,True,180,"91-180 days"
1744,4322,"Student","2022-03-29","2023-03-29",False,True,365,"181-365 days"
1745,33,"Student","2021-07-15","2022-01-11",False,True,180,"91-180 days"
1746,1381,"Premium","2021-10-08","2021-11-07",False,True,30,"0-30 days"
1747,4248,"Student","2023-11-07","2024-05-05",False,True,180,"91-180 days"
1748,4048,"Student","2020-10-17","2021-10-17",False,True,365,"181-365 days"
1749,2576,"Premium","2022-12-02","2023-12-02",False,True,365,"181-365 days"
1750,6152,"Student","2022-09-12","2023-09-12",False,True,365,"181-365 days"
1751,6259,"Student","2023-08-20","2024-08-19",False,True,365,"181-365 days"
1752,914,"Premium","2024-11-20","2025-05-19",False,True,180,"91-180 days"
1753,5088,"Student","2022-10-18","2023-04-16",False,True,180,"91-180 days"
1754,718,"Family","2020-07-25","2021-07-25",False,True,365,"181-365 days"
1755,899,"Student","2022-12-19","2023-03-19",False,True,90,"31-90 days"
1756,2947,"Family","2021-01-28","2021-04-28",False,True,90,"31-90 days"
1757,5364,"Premium","2020-02-06","2021-02-05",False,True,365,"181-365 days"
1758,2898,"Premium","2023-10-24","2023-11-23",False,True,30,"0-30 days"
1759,2090,"Premium","2022-02-14","2022-08-13",False,True,180,"91-180 days"
1760,5230,"Student","2020-03-05","2021-03-05",False,True,365,"181-365 days"
1761,6453,"Student","2025-03-08","2025-09-04",False,True,180,"91-180 days"
1762,5894,"Student","2022-06-15","2023-06-15",False,True,365,"181-365 days"
1763,5387,"Student","2020-08-23","2020-09-22",False,True,30,"0-30 days"
1764,1390,"Family","2024-08-27","2025-02-23",False,True,180,"91-180 days"
1765,48,"Student","2022-12-05","2023-01-04",False,True,30,"0-30 days"
1766,3092,"Premium","2024-06-08","2024-09-06",False,True,90,"31-90 days"
1767,605,"Student","2020-12-08","2021-01-07",False,True,30,"0-30 days"
1768,1681,"Family","2020-01-26","2020-02-25",False,True,30,"0-30 days"
1769,393,"Family","2020-12-04","2021-06-02",False,True,180,"91-180 days"
1770,5791,"Student","2025-02-04","2025-08-03",False,True,180,"91-180 days"
1771,5891,"Premium","2019-08-23","2019-11-21",False,True,90,"31-90 days"
1772,6432,"Family","2022-01-17","2022-02-16",False,True,30,"0-30 days"
1773,447,"Family","2021-10-08","2022-10-08",False,True,365,"181-365 days"
1774,5905,"Student","2021-04-02","2021-07-01",False,True,90,"31-90 days"
1775,504,"Premium","2020-08-28","2021-02-24",False,True,180,"91-180 days"
1776,3992,"Family","2019-12-18","2020-01-17",False,True,30,"0-30 days"
1777,6942,"Premium","2021-05-10","2021-11-06",False,True,180,"91-180 days"
1778,3156,"Student","2019-09-26","2019-12-25",False,True,90,"31-90 days"
1779,5548,"Family","2020-03-15","2020-04-14",False,True,30,"0-30 days"
1780,4395,"Premium","2023-03-29","2023-04-28",False,True,30,"0-30 days"
1781,5781,"Family","2021-08-24","2022-08-24",False,True,365,"181-365 days"
1782,3519,"Student","2020-01-22","2020-07-20",False,True,180,"91-180 days"
1783,419,"Premium","2020-11-10","2021-11-10",False,True,365,"181-365 days"
1784,834,"Student","2019-11-06","2020-02-04",False,True,90,"31-90 days"
1785,6296,"Premium","2023-05-04","2023-06-03",False,True,30,"0-30 days"
1786,4449,"Family","2025-03-19","2026-03-19",True,False,307,"181-365 days"
1787,3159,"Student","2020-06-26","2021-06-26",False,True,365,"181-365 days"
1788,4369,"Student","2022-09-22","2023-03-21",False,True,180,"91-180 days"
1789,4309,"Student","2021-11-26","2022-05-25",False,True,180,"91-180 days"
1790,668,"Student","2020-10-23","2020-11-22",False,True,30,"0-30 days"
1791,4173,"Student","2020-02-03","2020-03-04",False,True,30,"0-30 days"
1792,6761,"Student","2023-02-02","2023-08-01",False,True,180,"91-180 days"
1793,488,"Premium","2024-10-12","2025-04-10",False,True,180,"91-180 days"
1794,4404,"Premium","2025-06-07","2025-12-04",False,True,180,"91-180 days"
1795,5258,"Family","2024-08-11","2024-11-09",False,True,90,"31-90 days"
1796,2197,"Student","2023-10-23","2024-04-20",False,True,180,"91-180 days"
1797,1616,"Premium","2022-09-13","2022-12-12",False,True,90,"31-90 days"
1798,2346,"Family","2020-05-22","2020-08-20",False,True,90,"31-90 days"
1799,6848,"Student","2024-03-08","2024-04-07",False,True,30,"0-30 days"
1800,4627,"Student","2022-02-10","2022-05-11",False,True,90,"31-90 days"
1801,6382,"Student","2023-01-21","2023-07-20",False,True,180,"91-180 days"
1802,5527,"Student","2021-12-09","2022-01-08",False,True,30,"0-30 days"
1803,3999,"Premium","2020-02-16","2021-02-15",False,True,365,"181-365 days"
1804,1121,"Student","2024-06-26","2025-06-26",False,True,365,"181-365 days"
1805,854,"Student","2024-04-29","2024-05-29",False,True,30,"0-30 days"
1806,5838,"Student","2020-06-08","2020-12-05",False,True,180,"91-180 days"
1807,1100,"Premium","2019-12-26","2020-06-23",False,True,180,"91-180 days"
1808,6426,"Family","2024-08-16","2025-02-12",False,True,180,"91-180 days"
1809,2798,"Student","2023-02-09","2023-08-08",False,True,180,"91-180 days"
1810,87,"Student","2022-09-19","2022-10-19",False,True,30,"0-30 days"
1811,2490,"Student","2024-10-05","2025-01-03",False,True,90,"31-90 days"
1812,4812,"Family","2022-12-03","2023-12-03",False,True,365,"181-365 days"
1813,4946,"Student","2020-12-29","2021-06-27",False,True,180,"91-180 days"
1814,3364,"Premium","2021-04-21","2021-10-18",False,True,180,"91-180 days"
1815,3534,"Student","2022-12-09","2023-01-08",False,True,30,"0-30 days"
1816,1505,"Student","2024-01-06","2024-02-05",False,True,30,"0-30 days"
1817,2995,"Premium","2021-04-14","2021-10-11",False,True,180,"91-180 days"
1818,1533,"Student","2023-10-22","2024-01-20",False,True,90,"31-90 days"
1819,3502,"Premium","2022-12-06","2023-12-06",False,True,365,"181-365 days"
1820,4134,"Student","2021-07-27","2022-07-27",False,True,365,"181-365 days"
1821,2005,"Student","2019-12-14","2020-06-11",False,True,180,"91-180 days"
1822,2330,"Student","2023-02-04","2023-03-06",False,True,30,"0-30 days"
1823,397,"Family","2024-01-29","2024-04-28",False,True,90,"31-90 days"
1824,1839,"Student","2021-05-18","2021-11-14",False,True,180,"91-180 days"
1825,5255,"Family","2023-03-27","2023-06-25",False,True,90,"31-90 days"
1826,789,"Student","2021-12-20","2022-06-18",False,True,180,"91-180 days"
1827,6630,"Student","2021-12-19","2022-12-19",False,True,365,"181-365 days"
1828,497,"Student","2020-01-31","2021-01-30",False,True,365,"181-365 days"
1829,5797,"Student","2023-12-26","2024-01-25",False,True,30,"0-30 days"
1830,6524,"Student","2024-09-08","2025-03-07",False,True,180,"91-180 days"
1831,3922,"Student","2021-10-04","2022-01-02",False,True,90,"31-90 days"
1832,6763,"Student","2022-03-09","2022-09-05",False,True,180,"91-180 days"
1833,5950,"Student","2019-11-04","2020-05-02",False,True,180,"91-180 days"
1834,1000,"Student","2023-01-15","2023-07-14",False,True,180,"91-180 days"
1835,1654,"Student","2020-04-01","2021-04-01",False,True,365,"181-365 days"
1836,4805,"Student","2023-10-28","2024-04-25",False,True,180,"91-180 days"
1837,6768,"Student","2025-04-04","2026-04-04",True,False,291,"181-365 days"
1838,676,"Student","2025-02-09","2025-08-08",False,True,180,"91-180 days"
1839,4924,"Student","2020-01-05","2021-01-04",False,True,365,"181-365 days"
1840,4153,"Premium","2021-10-25","2021-11-24",False,True,30,"0-30 days"
1841,1162,"Student","2021-06-17","2022-06-17",False,True,365,"181-365 days"
1842,318,"Family","2022-10-18","2023-10-18",False,True,365,"181-365 days"
1843,6697,"Premium","2020-01-13","2021-01-12",False,True,365,"181-365 days"
1844,2063,"Student","2022-03-01","2023-03-01",False,True,365,"181-365 days"
1845,2832,"Family","2021-02-01","2021-07-31",False,True,180,"91-180 days"
1846,3216,"Family","2019-12-11","2020-12-10",False,True,365,"181-365 days"
1847,3379,"Student","2021-06-01","2021-08-30",False,True,90,"31-90 days"
1848,410,"Student","2020-12-08","2021-01-07",False,True,30,"0-30 days"
1849,4807,"Family","2021-03-22","2021-06-20",False,True,90,"31-90 days"
1850,493,"Student","2025-02-07","2025-05-08",False,True,90,"31-90 days"
1851,1490,"Premium","2020-03-05","2020-09-01",False,True,180,"91-180 days"
1852,2728,"Family","2023-05-25","2024-05-24",False,True,365,"181-365 days"
1853,4129,"Premium","2020-05-27","2021-05-27",False,True,365,"181-365 days"
1854,5730,"Premium","2022-10-07","2023-01-05",False,True,90,"31-90 days"
1855,4866,"Student","2022-01-23","2023-01-23",False,True,365,"181-365 days"
1856,669,"Premium","2021-05-04","2021-08-02",False,True,90,"31-90 days"
1857,861,"Family","2021-05-23","2021-11-19",False,True,180,"91-180 days"
1858,1642,"Student","2023-12-31","2024-03-30",False,True,90,"31-90 days"
1859,715,"Student","2021-11-10","2021-12-10",False,True,30,"0-30 days"
1860,632,"Student","2020-07-07","2021-01-03",False,True,180,"91-180 days"
1861,72,"Premium","2022-01-20","2023-01-20",False,True,365,"181-365 days"
1862,3587,"Student","2024-01-08","2024-07-06",False,True,180,"91-180 days"
1863,5545,"Student","2022-06-25","2023-06-25",False,True,365,"181-365 days"
1864,1089,"Family","2023-10-04","2024-04-01",False,True,180,"91-180 days"
1865,4794,"Student","2019-09-29","2019-10-29",False,True,30,"0-30 days"
1866,4064,"Student","2019-12-25","2020-12-24",False,True,365,"181-365 days"
1867,5895,"Premium","2020-02-29","2021-02-28",False,True,365,"181-365 days"
1868,4354,"Student","2023-10-28","2024-10-27",False,True,365,"181-365 days"
1869,5569,"Student","2020-12-30","2021-03-30",False,True,90,"31-90 days"
1870,204,"Premium","2019-10-08","2020-10-07",False,True,365,"181-365 days"
1871,3911,"Student","2020-10-29","2020-11-28",False,True,30,"0-30 days"
1872,6617,"Student","2023-08-16","2023-09-15",False,True,30,"0-30 days"
1873,2440,"Premium","2023-12-18","2024-12-17",False,True,365,"181-365 days"
1874,3330,"Student","2025-06-21","2025-07-21",False,True,30,"0-30 days"
1875,5187,"Family","2023-07-02","2024-07-01",False,True,365,"181-365 days"
1876,6204,"Premium","2024-05-13","2024-06-12",False,True,30,"0-30 days"
1877,80,"Family","2021-06-15","2021-12-12",False,True,180,"91-180 days"
1878,4809,"Premium","2021-02-14","2021-08-13",False,True,180,"91-180 days"
1879,3094,"Premium","2020-05-06","2020-08-04",False,True,90,"31-90 days"
1880,5800,"Student","2020-05-28","2020-11-24",False,True,180,"91-180 days"
1881,4730,"Family","2023-02-02","2023-08-01",False,True,180,"91-180 days"
1882,1821,"Student","2023-10-22","2023-11-21",False,True,30,"0-30 days"
1883,4133,"Student","2019-08-02","2020-01-29",False,True,180,"91-180 days"
1884,3919,"Student","2024-01-11","2025-01-10",False,True,365,"181-365 days"
1885,3713,"Family","2023-11-30","2024-11-29",False,True,365,"181-365 days"
1886,754,"Premium","2022-06-11","2022-12-08",False,True,180,"91-180 days"
1887,6459,"Premium","2024-06-24","2024-12-21",False,True,180,"91-180 days"
1888,6747,"Student","2025-01-28","2026-01-28",True,False,357,"181-365 days"
1889,4810,"Premium","2020-09-05","2020-10-05",False,True,30,"0-30 days"
1890,6283,"Student","2022-08-27","2023-02-23",False,True,180,"91-180 days"
1891,31,"Student","2021-09-13","2022-03-12",False,True,180,"91-180 days"
1892,2968,"Family","2021-03-24","2021-09-20",False,True,180,"91-180 days"
1893,4766,"Family","2023-03-24","2024-03-23",False,True,365,"181-365 days"
1894,4413,"Premium","2023-03-21","2023-06-19",False,True,90,"31-90 days"
1895,2528,"Student","2021-05-09","2021-11-05",False,True,180,"91-180 days"
1896,5560,"Student","2024-08-22","2024-09-21",False,True,30,"0-30 days"
1897,6953,"Family","2019-07-07","2019-10-05",False,True,90,"31-90 days"
1898,1323,"Student","2024-04-13","2024-10-10",False,True,180,"91-180 days"
1899,4945,"Premium","2024-05-04","2024-10-31",False,True,180,"91-180 days"
1900,3896,"Student","2019-09-29","2019-12-28",False,True,90,"31-90 days"
1901,1768,"Family","2025-05-18","2025-06-17",False,True,30,"0-30 days"
1902,641,"Student","2022-05-24","2022-08-22",False,True,90,"31-90 days"
1903,6676,"Family","2019-09-23","2019-10-23",False,True,30,"0-30 days"
1904,1081,"Student","2023-02-08","2023-03-10",False,True,30,"0-30 days"
1905,5704,"Family","2023-01-25","2023-02-24",False,True,30,"0-30 days"
1906,5086,"Student","2020-05-04","2020-10-31",False,True,180,"91-180 days"
1907,345,"Student","2021-06-11","2022-06-11",False,True,365,"181-365 days"
1908,3674,"Student","2025-04-26","2025-05-26",False,True,30,"0-30 days"
1909,5968,"Student","2021-08-18","2021-09-17",False,True,30,"0-30 days"
1910,6053,"Family","2024-08-09","2024-11-07",False,True,90,"31-90 days"
1911,62,"Premium","2025-01-02","2026-01-02",False,True,365,"181-365 days"
1912,5828,"Family","2025-04-05","2025-10-02",False,True,180,"91-180 days"
1913,6386,"Student","2019-08-12","2019-09-11",False,True,30,"0-30 days"
1914,708,"Student","2024-06-09","2024-09-07",False,True,90,"31-90 days"
1915,1110,"Family","2020-09-25","2020-10-25",False,True,30,"0-30 days"
1916,1119,"Family","2025-06-18","2025-07-18",False,True,30,"0-30 days"
1917,6201,"Family","2024-05-29","2025-05-29",False,True,365,"181-365 days"
1918,726,"Student","2024-01-30","2024-02-29",False,True,30,"0-30 days"
1919,300,"Family","2024-03-21","2024-09-17",False,True,180,"91-180 days"
1920,5280,"Student","2022-12-06","2023-12-06",False,True,365,"181-365 days"
1921,6611,"Premium","2023-03-30","2023-06-28",False,True,90,"31-90 days"
1922,1519,"Premium","2025-02-03","2026-02-03",True,False,351,"181-365 days"
1923,6117,"Family","2024-04-14","2024-10-11",False,True,180,"91-180 days"
1924,6688,"Student","2020-12-20","2021-01-19",False,True,30,"0-30 days"
1925,1401,"Student","2023-03-01","2024-02-29",False,True,365,"181-365 days"
1926,2625,"Family","2020-07-09","2020-10-07",False,True,90,"31-90 days"
1927,6317,"Family","2020-08-29","2020-09-28",False,True,30,"0-30 days"
1928,5227,"Premium","2021-06-09","2021-07-09",False,True,30,"0-30 days"
1929,5851,"Student","2025-04-17","2025-10-14",False,True,180,"91-180 days"
1930,4271,"Family","2023-12-24","2024-03-23",False,True,90,"31-90 days"
1931,2456,"Premium","2022-09-08","2023-09-08",False,True,365,"181-365 days"
1932,3105,"Student","2023-01-20","2023-04-20",False,True,90,"31-90 days"
1933,5511,"Student","2021-04-26","2021-10-23",False,True,180,"91-180 days"
1934,1752,"Premium","2021-10-05","2022-10-05",False,True,365,"181-365 days"
1935,1972,"Premium","2023-01-01","2024-01-01",False,True,365,"181-365 days"
1936,577,"Family","2021-12-20","2022-12-20",False,True,365,"181-365 days"
1937,5210,"Student","2023-05-16","2023-11-12",False,True,180,"91-180 days"
1938,6965,"Premium","2020-04-27","2020-07-26",False,True,90,"31-90 days"
1939,3193,"Premium","2025-05-17","2026-05-17",True,False,248,"181-365 days"
1940,2319,"Student","2022-06-17","2023-06-17",False,True,365,"181-365 days"
1941,6566,"Student","2023-05-22","2023-08-20",False,True,90,"31-90 days"
1942,6812,"Premium","2019-10-05","2020-01-03",False,True,90,"31-90 days"
1943,6194,"Premium","2022-10-10","2023-01-08",False,True,90,"31-90 days"
1944,5182,"Family","2019-06-24","2019-12-21",False,True,180,"91-180 days"
1945,3273,"Student","2025-04-03","2025-05-03",False,True,30,"0-30 days"
1946,4861,"Family","2024-01-27","2024-04-26",False,True,90,"31-90 days"
1947,6180,"Student","2022-02-08","2022-03-10",False,True,30,"0-30 days"
1948,4806,"Student","2022-10-09","2022-11-08",False,True,30,"0-30 days"
1949,2716,"Student","2024-12-29","2025-03-29",False,True,90,"31-90 days"
1950,5252,"Family","2022-08-19","2022-09-18",False,True,30,"0-30 days"
1951,6370,"Premium","2021-02-22","2021-05-23",False,True,90,"31-90 days"
1952,618,"Student","2025-01-07","2026-01-07",False,True,365,"181-365 days"
1953,3157,"Family","2021-06-18","2021-07-18",False,True,30,"0-30 days"
1954,3690,"Student","2021-11-25","2022-11-25",False,True,365,"181-365 days"
1955,6505,"Family","2020-04-23","2020-05-23",False,True,30,"0-30 days"
1956,1837,"Student","2022-07-03","2022-08-02",False,True,30,"0-30 days"
1957,1054,"Premium","2022-08-25","2022-09-24",False,True,30,"0-30 days"
1958,3161,"Student","2021-04-11","2021-07-10",False,True,90,"31-90 days"
1959,1086,"Family","2022-06-20","2022-12-17",False,True,180,"91-180 days"
1960,5417,"Premium","2023-12-18","2024-03-17",False,True,90,"31-90 days"
1961,239,"Family","2021-04-27","2021-05-27",False,True,30,"0-30 days"
1962,3903,"Student","2022-04-12","2022-10-09",False,True,180,"91-180 days"
1963,3014,"Premium","2022-09-09","2023-09-09",False,True,365,"181-365 days"
1964,4964,"Premium","2024-11-09","2025-05-08",False,True,180,"91-180 days"
1965,946,"Student","2020-11-28","2021-05-27",False,True,180,"91-180 days"
1966,54,"Student","2021-02-12","2022-02-12",False,True,365,"181-365 days"
1967,4307,"Student","2023-04-02","2023-05-02",False,True,30,"0-30 days"
1968,1055,"Student","2022-10-03","2023-01-01",False,True,90,"31-90 days"
1969,5133,"Student","2021-05-26","2022-05-26",False,True,365,"181-365 days"
1970,4171,"Student","2023-09-20","2024-09-19",False,True,365,"181-365 days"
1971,5502,"Student","2019-09-29","2019-10-29",False,True,30,"0-30 days"
1972,6164,"Student","2024-11-11","2024-12-11",False,True,30,"0-30 days"
1973,225,"Student","2023-12-04","2024-06-01",False,True,180,"91-180 days"
1974,4046,"Premium","2020-10-14","2020-11-13",False,True,30,"0-30 days"
1975,221,"Student","2020-08-30","2021-02-26",False,True,180,"91-180 days"
1976,4519,"Premium","2020-02-24","2021-02-23",False,True,365,"181-365 days"
1977,5474,"Student","2019-09-23","2020-09-22",False,True,365,"181-365 days"
1978,1832,"Student","2022-11-13","2023-11-13",False,True,365,"181-365 days"
1979,3939,"Family","2019-10-30","2020-10-29",False,True,365,"181-365 days"
1980,1379,"Student","2021-12-07","2022-06-05",False,True,180,"91-180 days"
1981,3656,"Student","2025-01-09","2025-04-09",False,True,90,"31-90 days"
1982,2793,"Student","2021-03-22","2021-09-18",False,True,180,"91-180 days"
1983,2412,"Student","2023-10-31","2023-11-30",False,True,30,"0-30 days"
1984,2590,"Premium","2024-03-20","2024-09-16",False,True,180,"91-180 days"
1985,3082,"Premium","2023-04-18","2023-10-15",False,True,180,"91-180 days"
1986,2421,"Student","2025-05-06","2025-06-05",False,True,30,"0-30 days"
1987,1015,"Student","2022-12-26","2023-06-24",False,True,180,"91-180 days"
1988,3608,"Premium","2023-11-21","2024-11-20",False,True,365,"181-365 days"
1989,1680,"Family","2024-06-30","2024-09-28",False,True,90,"31-90 days"
1990,1553,"Premium","2025-03-08","2026-03-08",True,False,318,"181-365 days"
1991,2852,"Premium","2025-01-19","2025-07-18",False,True,180,"91-180 days"
1992,4251,"Student","2020-10-20","2020-11-19",False,True,30,"0-30 days"
1993,483,"Family","2024-08-28","2025-08-28",False,True,365,"181-365 days"
1994,5787,"Premium","2021-07-04","2021-12-31",False,True,180,"91-180 days"
1995,2941,"Student","2020-09-06","2020-10-06",False,True,30,"0-30 days"
1996,6960,"Student","2022-06-18","2022-12-15",False,True,180,"91-180 days"
1997,780,"Student","2021-05-31","2022-05-31",False,True,365,"181-365 days"
1998,4915,"Family","2021-04-18","2021-05-18",False,True,30,"0-30 days"
1999,877,"Student","2020-06-26","2020-07-26",False,True,30,"0-30 days"
2000,3763,"Premium","2022-05-26","2023-05-26",False,True,365,"181-365 days"
2001,5705,"Family","2025-02-28","2025-03-30",False,True,30,"0-30 days"
2002,2563,"Student","2022-09-20","2023-09-20",False,True,365,"181-365 days"
2003,4714,"Premium","2023-07-17","2024-07-16",False,True,365,"181-365 days"
2004,802,"Premium","2022-04-19","2022-05-19",False,True,30,"0-30 days"
2005,15,"Student","2025-05-04","2025-08-02",False,True,90,"31-90 days"
2006,6180,"Student","2022-01-26","2022-07-25",False,True,180,"91-180 days"
2007,3919,"Student","2023-12-12","2024-12-11",False,True,365,"181-365 days"
2008,1738,"Student","2023-03-28","2024-03-27",False,True,365,"181-365 days"
2009,6009,"Family","2023-04-11","2023-10-08",False,True,180,"91-180 days"
2010,1190,"Student","2020-11-26","2021-11-26",False,True,365,"181-365 days"
2011,6318,"Student","2021-10-02","2022-03-31",False,True,180,"91-180 days"
2012,6584,"Premium","2021-04-05","2021-05-05",False,True,30,"0-30 days"
2013,650,"Student","2021-10-05","2022-04-03",False,True,180,"91-180 days"
2014,3637,"Student","2024-06-23","2025-06-23",False,True,365,"181-365 days"
2015,2847,"Student","2025-01-27","2026-01-27",True,False,358,"181-365 days"
2016,2051,"Student","2023-11-07","2023-12-07",False,True,30,"0-30 days"
2017,2327,"Premium","2024-07-25","2025-07-25",False,True,365,"181-365 days"
2018,905,"Student","2021-02-17","2021-03-19",False,True,30,"0-30 days"
2019,1193,"Student","2023-03-30","2023-06-28",False,True,90,"31-90 days"
2020,6522,"Student","2022-07-13","2022-08-12",False,True,30,"0-30 days"
2021,5195,"Student","2020-10-18","2021-01-16",False,True,90,"31-90 days"
2022,6623,"Family","2022-06-03","2023-06-03",False,True,365,"181-365 days"
2023,5598,"Student","2024-09-10","2024-10-10",False,True,30,"0-30 days"
2024,3197,"Student","2023-08-28","2024-08-27",False,True,365,"181-365 days"
2025,6597,"Student","2025-05-02","2025-10-29",False,True,180,"91-180 days"
2026,6471,"Student","2024-06-28","2025-06-28",False,True,365,"181-365 days"
2027,4169,"Premium","2024-07-14","2024-10-12",False,True,90,"31-90 days"
2028,3144,"Student","2022-10-01","2022-10-31",False,True,30,"0-30 days"
2029,2719,"Family","2022-04-05","2022-05-05",False,True,30,"0-30 days"
2030,5964,"Student","2021-03-21","2021-04-20",False,True,30,"0-30 days"
2031,6023,"Family","2024-07-05","2024-10-03",False,True,90,"31-90 days"
2032,6523,"Student","2019-07-23","2020-01-19",False,True,180,"91-180 days"
2033,498,"Family","2020-06-28","2021-06-28",False,True,365,"181-365 days"
2034,6590,"Student","2022-08-03","2023-01-30",False,True,180,"91-180 days"
2035,4054,"Family","2019-09-05","2019-10-05",False,True,30,"0-30 days"
2036,6737,"Family","2023-08-17","2023-11-15",False,True,90,"31-90 days"
2037,1655,"Student","2023-09-07","2024-09-06",False,True,365,"181-365 days"
2038,2499,"Premium","2022-06-29","2022-09-27",False,True,90,"31-90 days"
2039,77,"Student","2024-02-28","2024-05-28",False,True,90,"31-90 days"
2040,6103,"Family","2023-08-26","2024-02-22",False,True,180,"91-180 days"
2041,3761,"Family","2024-05-22","2024-06-21",False,True,30,"0-30 days"
2042,4426,"Premium","2024-09-04","2024-10-04",False,True,30,"0-30 days"
2043,3148,"Premium","2019-12-07","2020-06-04",False,True,180,"91-180 days"
2044,2997,"Student","2024-01-26","2025-01-25",False,True,365,"181-365 days"
2045,3796,"Student","2021-02-08","2021-03-10",False,True,30,"0-30 days"
2046,3240,"Student","2019-07-30","2020-01-26",False,True,180,"91-180 days"
2047,606,"Family","2022-01-21","2022-02-20",False,True,30,"0-30 days"
2048,5092,"Student","2024-01-30","2024-04-29",False,True,90,"31-90 days"
2049,6570,"Student","2023-11-16","2024-05-14",False,True,180,"91-180 days"
2050,6640,"Student","2019-11-24","2020-02-22",False,True,90,"31-90 days"
2051,2576,"Premium","2022-12-01","2023-12-01",False,True,365,"181-365 days"
2052,4142,"Family","2024-11-09","2025-11-09",False,True,365,"181-365 days"
2053,2044,"Premium","2021-12-03","2022-12-03",False,True,365,"181-365 days"
2054,5882,"Student","2020-08-13","2021-08-13",False,True,365,"181-365 days"
2055,5933,"Student","2022-07-22","2023-07-22",False,True,365,"181-365 days"
2056,1311,"Student","2024-03-13","2024-09-09",False,True,180,"91-180 days"
2057,4131,"Student","2022-08-24","2022-09-23",False,True,30,"0-30 days"
2058,6787,"Student","2023-10-17","2023-11-16",False,True,30,"0-30 days"
2059,840,"Student","2024-02-10","2025-02-09",False,True,365,"181-365 days"
2060,3380,"Premium","2021-07-30","2021-10-28",False,True,90,"31-90 days"
2061,5015,"Premium","2020-03-07","2020-06-05",False,True,90,"31-90 days"
2062,6566,"Student","2023-04-28","2023-10-25",False,True,180,"91-180 days"
2063,3473,"Family","2022-04-14","2022-10-11",False,True,180,"91-180 days"
2064,5206,"Premium","2021-05-06","2022-05-06",False,True,365,"181-365 days"
2065,440,"Family","2023-08-23","2024-02-19",False,True,180,"91-180 days"
2066,4760,"Family","2021-02-04","2021-05-05",False,True,90,"31-90 days"
2067,805,"Family","2024-10-27","2025-10-27",False,True,365,"181-365 days"
2068,1385,"Student","2024-09-02","2025-03-01",False,True,180,"91-180 days"
2069,5414,"Premium","2019-10-12","2019-11-11",False,True,30,"0-30 days"
2070,2581,"Student","2021-07-20","2021-10-18",False,True,90,"31-90 days"
2071,3550,"Student","2020-05-11","2020-06-10",False,True,30,"0-30 days"
2072,3394,"Premium","2020-03-02","2020-04-01",False,True,30,"0-30 days"
2073,5171,"Student","2021-09-09","2022-03-08",False,True,180,"91-180 days"
2074,2319,"Student","2022-05-31","2022-06-30",False,True,30,"0-30 days"
2075,6804,"Premium","2024-01-07","2024-02-06",False,True,30,"0-30 days"
2076,3423,"Student","2021-02-20","2021-08-19",False,True,180,"91-180 days"
2077,3763,"Premium","2022-05-18","2022-08-16",False,True,90,"31-90 days"
2078,481,"Family","2023-01-19","2023-04-19",False,True,90,"31-90 days"
2079,2929,"Family","2020-10-25","2021-01-23",False,True,90,"31-90 days"
2080,3491,"Premium","2022-08-18","2022-11-16",False,True,90,"31-90 days"
2081,6812,"Premium","2019-09-24","2020-09-23",False,True,365,"181-365 days"
2082,4707,"Family","2025-02-16","2025-05-17",False,True,90,"31-90 days"
2083,5176,"Premium","2024-09-16","2025-03-15",False,True,180,"91-180 days"
2084,6927,"Family","2020-12-22","2021-01-21",False,True,30,"0-30 days"
2085,2310,"Family","2025-03-29","2025-04-28",False,True,30,"0-30 days"
2086,252,"Premium","2019-10-08","2020-10-07",False,True,365,"181-365 days"
2087,413,"Premium","2024-05-23","2024-11-19",False,True,180,"91-180 days"
2088,2260,"Premium","2023-02-20","2023-03-22",False,True,30,"0-30 days"
2089,5604,"Premium","2020-06-03","2020-09-01",False,True,90,"31-90 days"
2090,6089,"Premium","2025-02-06","2026-02-06",True,False,348,"181-365 days"
2091,3544,"Premium","2022-08-14","2023-08-14",False,True,365,"181-365 days"
2092,3614,"Premium","2020-06-10","2020-12-07",False,True,180,"91-180 days"
2093,4588,"Student","2024-12-15","2025-12-15",False,True,365,"181-365 days"
